entry_time,exit_time,side,entry,exit,ret_pct,pnl,capital_after,reason
2025-06-12 14:00:00+00:00,2025-06-18 19:00:00+00:00,LONG,1.1588828563690186,1.1472940278053283,-0.010000000000000009,-10.062667181898878,10052.604514716968,SL
2025-06-20 04:00:00+00:00,2025-06-30 15:00:00+00:00,LONG,1.1532695293426514,1.1763349199295043,0.020000000000000018,20.105209029433954,10072.709723746402,TP
2025-06-30 17:00:00+00:00,2025-07-09 13:00:00+00:00,LONG,1.1766090393066406,1.170823097229004,-0.004917472061107264,-4.95322686461664,10067.756496881786,Signal_rev
2025-07-10 05:00:00+00:00,2025-07-10 13:00:00+00:00,LONG,1.17384672164917,1.1695905923843384,-0.0036257964403154652,-3.6503635668356877,10064.10613331495,Signal_rev
2025-07-10 15:00:00+00:00,2025-07-22 14:00:00+00:00,SHORT,1.1683608293533325,1.1724703311920166,-0.0035049943093281577,-3.5274634725743508,10060.578669842376,Signal_rev
2025-07-22 16:00:00+00:00,2025-07-28 15:00:00+00:00,LONG,1.1748120784759521,1.1630639576911925,-0.01000000000000012,-10.060578669842497,10050.518091172533,SL
2025-07-28 19:00:00+00:00,2025-08-06 13:00:00+00:00,SHORT,1.1598236560821533,1.1633317470550537,-0.0030155550914698903,-3.0307891001745575,10047.487302072359,Signal_rev
2025-08-06 15:00:00+00:00,2025-08-21 06:00:00+00:00,LONG,1.163061261177063,1.1633317470550537,0.00023256374106805922,0.2336681235303769,10047.72097019589,Signal_rev
2025-08-21 14:00:00+00:00,2025-08-22 17:00:00+00:00,SHORT,1.1623852252960205,1.1740090775489807,-0.009900990099009799,-9.948238584352262,10037.772731611536,SL
2025-08-25 00:00:00+00:00,2025-08-26 06:00:00+00:00,LONG,1.1709601879119873,1.1626555919647217,-0.007092124935583088,-7.118913828757814,10030.653817782779,Signal_rev
2025-08-26 08:00:00+00:00,2025-08-28 18:00:00+00:00,SHORT,1.1626555919647217,1.1693171262741089,-0.005696944104986668,-5.714407413637962,10024.939410369141,Signal_rev
2025-08-28 20:00:00+00:00,2025-09-04 09:00:00+00:00,LONG,1.1686338186264038,1.164686679840088,-0.003377566799286469,-3.385990251732128,10021.553420117409,Signal_rev
2025-09-04 12:00:00+00:00,2025-09-05 10:00:00+00:00,SHORT,1.164958119392395,1.1693171262741089,-0.003727822661422353,-3.7358573942168367,10017.817562723192,Signal_rev
2025-09-05 12:00:00+00:00,2025-09-24 22:00:00+00:00,LONG,1.1690436601638794,1.1748120784759521,0.004934305286137919,4.943097015531033,10022.760659738724,Signal_rev
2025-09-25 13:00:00+00:00,2025-10-08 23:00:00+00:00,SHORT,1.1701380014419556,1.163602590560913,0.0056165317386343006,5.6293153354157806,10028.38997507414,EOD_close
