date,open,high,low,close,volume,SMA14,EMA14,RSI14,MACD,MACD_signal,BB_high,BB_low,close_lag_1,volume_lag_1,close_lag_2,volume_lag_2,close_lag_3,volume_lag_3,target
2023-10-11 02:00:00+00:00,1.0610079765319824,1.0612331628799438,1.0605578422546387,1.0610079765319824,0,1.0607271705354964,1.0604669543858318,59.25989189448137,0.001112210993351459,0.001226203011362896,1.0629489667786334,1.0572935335265423,1.0613458156585693,0.0,1.060782790184021,0.0,1.060895323753357,0.0,0
2023-10-11 03:00:00+00:00,1.060782790184021,1.0611205101013184,1.0606703758239746,1.0610079765319824,0,1.0608395763805933,1.0605390906719854,59.25989189448137,0.0010610538967188443,0.0011931731884340857,1.062691949160186,1.057987775056275,1.0610079765319824,0.0,1.0613458156585693,0.0,1.060782790184021,0.0,0
2023-10-11 04:00:00+00:00,1.0605578422546387,1.0610079765319824,1.0605578422546387,1.060782790184021,0,1.060895792075566,1.0605715839402567,57.62226327146443,0.0009909181847422843,0.0011527221876957254,1.0624447524783143,1.0585714757206908,1.0610079765319824,0.0,1.0610079765319824,0.0,1.0613458156585693,0.0,0
2023-10-11 05:00:00+00:00,1.0604453086853027,1.0612331628799438,1.060333013534546,1.0606703758239746,0,1.0609439781733923,1.0605847561914192,56.77872532851806,0.0009157085106290541,0.0011053194522823912,1.0624365611733748,1.0585684255896255,1.060782790184021,0.0,1.0610079765319824,0.0,1.0610079765319824,0.0,0
2023-10-11 06:00:00+00:00,1.0613458156585693,1.0616837739944458,1.060333013534546,1.0604453086853027,0,1.0608313509396143,1.0605661631906038,55.04140926439917,0.0008283940539153267,0.0010499343726089784,1.0624408268086198,1.0585753894694565,1.0606703758239746,0.0,1.060782790184021,0.0,1.0610079765319824,0.0,1
2023-10-11 07:00:00+00:00,1.06022047996521,1.062699317932129,1.0601080656051636,1.0612331628799438,0,1.060774999005454,1.0606550964825159,59.69098981625451,0.000813393671117657,0.0010026262323107142,1.0624805376813715,1.0587267949297126,1.0604453086853027,0.0,1.0606703758239746,0.0,1.060782790184021,0.0,0
2023-10-11 08:00:00+00:00,1.0611205101013184,1.0615711212158203,1.0597710609436035,1.0601080656051636,0,1.0608070918491908,1.0605821590322022,51.49998642588522,0.0007026204413522752,0.0009426250741190264,1.062096696945073,1.059346109775661,1.0612331628799438,0.0,1.0604453086853027,0.0,1.0606703758239746,0.0,1
2023-10-11 09:00:00+00:00,1.060782790184021,1.0617965459823608,1.060782790184021,1.0611205101013184,0,1.060879409313202,1.060653939174751,57.19261511348953,0.000688590030929026,0.0008918180654810265,1.0620561247501963,1.0595553035106071,1.0601080656051636,0.0,1.0612331628799438,0.0,1.0604453086853027,0.0,0
2023-10-11 10:00:00+00:00,1.0604453086853027,1.060895323753357,1.06022047996521,1.0605578422546387,0,1.0608713712011064,1.0606411262520694,53.43863545649131,0.0006248651799398708,0.0008384274883727954,1.0620344233228953,1.0596332121179313,1.0611205101013184,0.0,1.0601080656051636,0.0,1.0612331628799438,0.0,0
2023-10-11 11:00:00+00:00,1.0606703758239746,1.0611205101013184,1.0599957704544067,1.0605578422546387,0,1.0608070407594954,1.0606300217190787,53.43863545649131,0.0005678173316727708,0.0007843054570327906,1.0620078106650988,1.059716031955751,1.0605578422546387,0.0,1.0611205101013184,0.0,1.0601080656051636,0.0,1
2023-10-11 12:00:00+00:00,1.0614584684371948,1.0614584684371948,1.0594342947006226,1.0606703758239746,0,1.060799011162349,1.0606354022663982,54.13689166771337,0.0005256279081435888,0.0007325699472549503,1.0618106676255317,1.0597780035818962,1.0605578422546387,0.0,1.0605578422546387,0.0,1.0611205101013184,0.0,1
2023-10-11 13:00:00+00:00,1.06326425075531,1.0636035203933716,1.0610079765319824,1.0616837739944458,0,1.0608553290367126,1.0607751851634712,59.960128911272996,0.0005674243345541452,0.0006995408247147893,1.0617200385942493,1.059834801016804,1.0606703758239746,0.0,1.0605578422546387,0.0,1.0605578422546387,0.0,1
2023-10-11 14:00:00+00:00,1.062699317932129,1.0637166500091553,1.0622477531433105,1.0630381107330322,0,1.061016423361642,1.061076908572746,66.14649799766235,0.0007017427066484672,0.0006999812011015249,1.0621898490714692,1.0597029250336027,1.0616837739944458,0.0,1.0606703758239746,0.0,1.0605578422546387,0.0,0
2023-10-11 15:00:00+00:00,1.0616837739944458,1.062699317932129,1.0613458156585693,1.0625863075256348,0,1.0611050299235754,1.0612781617664646,62.667965344148335,0.000762939549076469,0.0007125728706965137,1.062442192812135,1.0596984054849843,1.0630381107330322,0.0,1.0616837739944458,0.0,1.0606703758239746,0.0,0
2023-10-11 16:00:00+00:00,1.0610079765319824,1.0614584684371948,1.060333013534546,1.0614584684371948,0,1.0611372079168047,1.0613022026558954,54.9056891567945,0.0007122212556149865,0.0007125025476802083,1.062478655447727,1.059740752110714,1.0625863075256348,0.0,1.0630381107330322,0.0,1.0616837739944458,0.0,0
2023-10-11 17:00:00+00:00,1.0595465898513794,1.0612331628799438,1.0587612390518188,1.0610079765319824,0,1.0611372079168047,1.0612629725060403,52.12827051712012,0.0006284315431641652,0.0006956883467769997,1.0624472312308966,1.0597271271370234,1.0614584684371948,0.0,1.0625863075256348,0.0,1.0630381107330322,0.0,0
2023-10-11 18:00:00+00:00,1.0610079765319824,1.0610079765319824,1.0593219995498657,1.0599957704544067,0,1.0610809922218323,1.0610940122324892,46.44346927905881,0.00047487693556069743,0.0006515260645337393,1.0624842305227908,1.0596114258721678,1.0610079765319824,0.0,1.0614584684371948,0.0,1.0625863075256348,0.0,1
2023-10-11 19:00:00+00:00,1.0615711212158203,1.0619093179702759,1.0610079765319824,1.0610079765319824,0,1.0611051065581185,1.061082540805755,52.07224260775682,0.00042990470005910275,0.000607201791638812,1.062488309554439,1.0596186121183822,1.0599957704544067,0.0,1.0610079765319824,0.0,1.0614584684371948,0.0,1
2023-10-11 20:00:00+00:00,1.062134861946106,1.0622477531433105,1.0614584684371948,1.0615711212158203,0,1.0611855217388697,1.0611476848604302,54.9114881734573,0.0004346940663961796,0.0005727002465902856,1.0625390855745145,1.0596466692014863,1.0610079765319824,0.0,1.0599957704544067,0.0,1.0610079765319824,0.0,1
2023-10-11 21:00:00+00:00,1.0622477531433105,1.0624734163284302,1.0616837739944458,1.0622477531433105,0,1.0612579924719674,1.0612943606314809,58.12162024097124,0.0004874689765010931,0.0005556539925724471,1.06266680886898,1.0596091396554952,1.0615711212158203,0.0,1.0610079765319824,0.0,1.0599957704544067,0.0,0
2023-10-11 22:00:00+00:00,1.0622477531433105,1.0624734163284302,1.062134861946106,1.0622477531433105,0,1.0614108272961207,1.0614214796330583,58.12162024097124,0.0005232616385320021,0.0005491755217643581,1.062801495716672,1.0595984304689359,1.0622477531433105,0.0,1.0615711212158203,0.0,1.0610079765319824,0.0,0
2023-10-11 23:00:00+00:00,1.062699317932129,1.0628122091293335,1.062134861946106,1.062134861946106,0,1.06148328099932,1.0615165972747982,57.331797712012275,0.000536335661274645,0.0005466075496664155,1.0629054415130632,1.0596071732139571,1.0622477531433105,0.0,1.0622477531433105,0.0,1.0615711212158203,0.0,1
2023-10-12 00:00:00+00:00,1.0623606443405151,1.0630381107330322,1.0623606443405151,1.062699317932129,0,1.061636243547712,1.0616742933624423,60.241050091215634,0.0005854945821228696,0.0005543849561577064,1.0630998536522454,1.0596044138495857,1.062134861946106,0.0,1.0622477531433105,0.0,1.0622477531433105,0.0,0
2023-10-12 01:00:00+00:00,1.0628122091293335,1.062925100326538,1.0623606443405151,1.0624734163284302,0,1.0617730702672685,1.0617808430912408,58.52130157341836,0.0005993164624682468,0.0005633712574198144,1.0632256846245274,1.0596588869277492,1.062699317932129,0.0,1.062134861946106,0.0,1.0622477531433105,0.0,1
